user_id,created_at,state,signup_channel,kyc_status,is_active
263,2024-03-17 17:21:56,NY,paid_social,unverified,False
264,2024-03-21 16:31:54,WI,paid_social,pending,False
265,2023-11-04 02:37:43,WI,referral,unverified,False
266,2024-06-03 05:56:01,TN,referral,pending,False
267,2024-04-15 16:29:53,CA,referral,unverified,True
268,2024-06-08 03:56:11,TN,seo,unverified,False
269,2023-10-29 09:22:09,GA,seo,verified,True
270,2024-02-20 06:46:38,IL,paid_social,pending,False
271,2024-08-05 23:15:02,NY,email,verified,False
272,2024-03-24 01:48:07,PA,email,pending,False
273,2024-04-25 22:19:33,GA,referral,verified,False
274,2024-06-27 11:51:54,OH,influencer,pending,False
275,2023-12-22 18:23:29,MO,influencer,pending,True
276,2023-12-23 19:12:53,TX,influencer,unverified,False
277,2023-11-24 02:30:05,MO,email,unverified,True
278,2024-04-28 02:31:33,GA,seo,unverified,True
279,2023-09-22 09:15:09,NJ,organic,unverified,True
280,2024-04-02 17:39:27,PA,influencer,pending,False
281,2024-01-04 17:29:59,NY,organic,unverified,True
282,2024-08-21 15:55:04,AZ,paid_social,verified,False
283,2024-07-04 00:19:31,MI,organic,pending,True
284,2024-08-27 13:49:34,MI,seo,unverified,True
285,2024-07-28 12:27:06,NC,organic,pending,True
286,2024-02-27 05:23:34,PA,referral,pending,True
287,2023-11-09 03:43:52,WA,email,pending,True
288,2024-05-18 21:55:00,IL,paid_social,verified,True
289,2024-02-22 11:52:36,NJ,seo,unverified,True
290,2024-05-12 20:46:14,GA,organic,pending,False
291,2024-05-25 10:40:10,MI,seo,pending,True
292,2023-11-26 02:25:35,TN,seo,unverified,False
293,2024-06-22 03:01:06,OH,seo,unverified,True
294,2024-03-24 02:04:37,VA,email,verified,True
295,2024-04-01 16:27:39,OH,paid_social,verified,False
296,2023-10-17 03:26:07,MD,email,pending,False
297,2023-10-23 05:48:37,MA,email,pending,False
298,2024-06-08 21:27:32,NC,seo,verified,True
299,2024-02-13 13:08:45,TX,organic,verified,False
300,2023-09-14 07:47:25,PA,seo,unverified,False
301,2024-01-25 10:13:43,WA,influencer,pending,True
302,2024-05-16 00:21:12,IL,referral,verified,True
303,2024-03-28 15:36:43,IL,paid_social,verified,False
304,2024-02-28 19:30:32,MO,influencer,verified,False
305,2023-11-01 05:50:09,FL,seo,pending,True
306,2023-12-04 11:10:20,FL,influencer,unverified,True
307,2023-12-06 01:05:15,WA,email,verified,True
308,2023-10-26 10:09:29,MI,seo,unverified,False
309,2023-12-03 00:06:20,IL,email,verified,False
310,2023-09-25 16:09:58,MD,paid_social,unverified,False
311,2023-09-20 04:59:29,WA,referral,unverified,True
312,2023-12-27 11:09:48,MO,paid_social,pending,True
313,2024-07-10 22:22:41,NY,influencer,unverified,False
314,2023-12-05 07:36:19,NJ,influencer,pending,True
315,2024-06-09 09:37:08,NY,seo,unverified,True
316,2023-11-14 01:48:32,MD,email,verified,False
317,2023-12-28 17:55:01,CA,paid_social,unverified,True
318,2024-06-20 22:52:19,GA,seo,verified,True
319,2024-04-03 09:45:07,MI,email,unverified,False
320,2024-01-19 16:07:50,TN,seo,pending,False
321,2024-08-22 02:10:40,NJ,email,verified,True
322,2023-12-12 06:35:27,MD,influencer,pending,True
323,2024-01-08 02:34:02,MD,influencer,unverified,False
324,2023-12-10 22:27:33,TN,seo,unverified,True
325,2024-06-12 13:55:56,PA,email,pending,True
326,2024-08-12 09:28:41,NY,organic,unverified,True
327,2023-09-04 11:30:05,GA,paid_social,verified,False
328,2024-01-24 22:28:57,WI,seo,pending,True
329,2024-03-26 16:34:47,CA,seo,pending,False
330,2023-09-08 15:46:50,AZ,paid_social,verified,True
331,2023-12-04 13:59:32,IN,referral,pending,True
332,2024-01-24 21:05:33,MA,seo,verified,True
333,2024-05-12 21:15:30,NY,influencer,pending,True
334,2024-05-06 06:55:20,,influencer,pending,False
335,2024-04-08 18:09:57,FL,organic,verified,False
336,2023-12-16 06:47:20,TX,referral,unverified,True
337,2023-11-10 15:42:18,NJ,paid_social,unverified,True
338,2024-07-16 17:23:31,WA,referral,verified,False
339,2024-05-21 22:25:23,NJ,seo,verified,True
340,2024-03-14 11:43:39,VA,influencer,verified,False
341,2024-04-24 00:34:53,WI,referral,verified,False
342,2024-03-10 12:45:20,MO,influencer,verified,False
343,2023-10-05 06:43:37,MI,seo,verified,True
344,2023-10-31 21:26:36,IL,referral,pending,True
345,2023-09-04 00:25:22,MA,referral,verified,True
346,2023-11-13 18:37:04,MO,influencer,verified,True
347,2024-01-17 10:43:12,WI,referral,pending,True
348,2024-02-09 16:59:21,TX,email,verified,True
349,2024-05-25 03:36:28,IL,referral,pending,True
350,2023-11-05 22:29:09,AZ,organic,pending,True
351,2024-06-07 23:16:11,WI,influencer,verified,True
352,2023-09-04 15:04:35,NJ,influencer,pending,False
353,2024-07-14 16:46:56,WI,referral,unverified,True
354,2024-03-06 00:41:39,WA,referral,unverified,False
355,2024-04-12 15:35:02,NJ,influencer,pending,True
356,2024-04-07 23:28:03,MO,email,verified,False
357,2024-06-03 02:27:34,MI,organic,pending,True
358,2024-05-04 23:07:11,NC,seo,pending,True
359,2024-02-23 09:36:18,TN,email,unverified,False
360,2024-03-31 03:08:26,VA,email,unverified,True
361,2023-10-14 11:23:48,VA,email,verified,False
362,2024-06-20 07:30:43,AZ,organic,pending,True
363,2024-02-22 02:57:26,MA,email,unverified,False
364,2023-09-11 12:56:25,MI,organic,verified,True
365,2024-01-15 06:39:30,MA,email,pending,True
366,2024-02-19 04:00:09,MA,referral,verified,True
367,2023-09-10 18:30:30,FL,paid_social,unverified,True
368,2024-04-03 08:10:36,MO,influencer,verified,True
369,2023-11-13 09:15:07,AZ,seo,unverified,False
370,2024-04-18 23:44:00,CA,paid_social,pending,True
371,2024-04-13 05:16:21,MO,referral,verified,False
372,2024-05-19 11:23:25,IN,referral,unverified,False
373,2024-04-16 23:16:49,VA,email,verified,False
374,2024-08-23 18:44:32,TX,referral,verified,True
375,2023-11-12 02:05:54,IL,influencer,unverified,True
376,2024-01-29 00:26:09,TN,seo,unverified,True
377,2024-04-04 12:09:36,MI,referral,pending,False
378,2023-09-05 17:19:26,OH,email,unverified,False
379,2024-05-24 21:50:07,MA,organic,unverified,True
380,2024-06-23 13:33:42,NY,email,pending,True
381,2024-02-26 14:32:39,TN,organic,unverified,True
382,2024-06-29 00:34:37,VA,organic,unverified,True
383,2024-02-14 02:43:44,GA,organic,pending,True
384,2024-02-19 12:25:41,FL,paid_social,verified,False
385,2024-08-01 09:33:19,AZ,paid_social,verified,True
386,2024-04-10 09:28:40,NC,paid_social,pending,False
387,2023-12-23 08:46:52,IN,seo,verified,True
388,2024-06-19 07:23:02,NY,seo,verified,True
389,2023-12-07 23:09:38,NJ,seo,pending,False
390,2024-05-02 19:38:22,MA,organic,pending,False
391,2024-05-28 19:06:25,VA,influencer,pending,True
392,2024-06-11 20:46:45,VA,email,pending,False
393,2024-07-18 08:08:14,NC,referral,pending,True
394,2024-04-08 20:49:36,NJ,organic,verified,True
395,2024-07-02 10:22:55,CA,paid_social,pending,False
396,2023-11-19 13:44:32,IL,referral,verified,False
397,2023-10-08 05:59:30,NC,seo,unverified,True
398,2024-02-02 22:10:16,GA,organic,unverified,True
399,2023-11-23 21:13:46,IL,email,unverified,True
400,2024-05-29 03:26:05,FL,influencer,unverified,True
401,2023-09-29 12:10:03,TX,organic,verified,False
402,2023-10-25 06:08:15,IL,seo,verified,True
403,2024-04-07 18:15:16,,influencer,pending,True
404,2024-08-24 06:02:04,MA,organic,verified,True
405,2023-10-19 19:54:30,WA,influencer,pending,True
406,2023-12-18 13:31:32,GA,email,unverified,True
407,2024-07-27 06:55:37,MI,email,unverified,True
408,2024-02-01 03:23:02,NY,paid_social,pending,True
409,2024-03-14 00:26:48,TX,organic,pending,True
410,2024-01-30 05:35:37,MD,email,unverified,True
411,2024-03-02 22:10:28,TX,organic,verified,True
412,2024-08-25 07:03:44,WA,seo,unverified,False
413,2024-02-13 12:00:26,TX,email,unverified,True
414,2023-10-04 11:10:52,IN,paid_social,unverified,True
415,2023-12-31 10:59:21,GA,organic,pending,True
416,2024-04-26 19:01:11,MI,seo,unverified,True
417,2023-09-06 22:02:45,CA,referral,unverified,False
418,2023-11-05 20:12:27,NC,organic,verified,False
419,2023-12-16 15:02:34,NC,email,unverified,True
420,2024-02-25 18:45:02,NY,email,verified,False
421,2024-06-28 07:56:53,MD,organic,verified,True
422,2023-09-19 02:27:46,CA,influencer,pending,True
423,2023-11-10 12:02:12,NY,seo,unverified,True
424,2024-01-04 23:24:43,NJ,organic,unverified,True
425,2023-11-10 15:36:37,IN,influencer,verified,False
426,2024-06-28 09:47:55,NJ,influencer,verified,False
427,2024-04-07 23:03:34,WI,referral,unverified,True
428,2024-06-12 11:03:11,GA,influencer,verified,False
429,2024-05-05 23:24:27,CA,organic,unverified,False
430,2023-10-12 08:52:30,GA,organic,verified,True
431,2023-09-19 01:10:48,IN,referral,pending,True
432,2024-04-14 13:10:28,IL,influencer,verified,True
433,2024-02-17 22:20:03,IL,referral,pending,False
434,2024-05-31 03:14:09,NJ,referral,verified,True
435,2023-11-19 17:25:07,MD,organic,verified,False
436,2024-02-06 20:58:17,VA,paid_social,pending,False
437,2024-07-29 01:42:35,PA,referral,unverified,True
438,2023-11-24 12:08:20,NJ,seo,verified,False
439,2024-03-19 09:47:27,MI,paid_social,verified,False
440,2024-04-04 21:51:52,GA,organic,verified,True
441,2023-09-25 22:47:54,GA,influencer,pending,True
442,2024-04-15 03:39:04,TX,organic,verified,False
443,2024-07-12 07:12:37,NJ,influencer,verified,True
444,2024-04-11 20:59:18,WA,influencer,unverified,False
445,2023-11-24 09:17:56,NC,paid_social,verified,True
446,2024-05-10 09:04:19,AZ,influencer,verified,True
447,2024-01-28 17:57:40,OH,email,verified,True
448,2024-01-28 13:08:25,VA,influencer,pending,False
449,2024-01-30 19:58:33,CA,paid_social,verified,False
450,2023-09-24 18:06:35,TN,email,verified,True
451,2023-12-07 06:11:42,NC,seo,verified,True
452,2024-04-12 13:50:21,WA,paid_social,verified,False
453,2024-07-11 02:25:26,VA,organic,unverified,True
454,2024-04-07 16:33:18,TN,paid_social,pending,True
455,2023-09-23 19:31:24,GA,influencer,verified,True
456,2024-07-11 04:36:57,PA,referral,verified,True
457,2024-04-16 19:35:37,IL,email,pending,False
458,2024-06-01 14:46:12,WA,referral,pending,True
459,2024-06-12 10:00:56,TN,paid_social,unverified,False
460,2023-11-27 16:43:17,PA,seo,unverified,True
461,2024-06-11 01:11:48,,email,pending,True
462,2023-11-11 17:07:29,WI,email,verified,True
463,2024-01-08 14:42:48,GA,referral,verified,True
464,2024-07-17 02:26:35,NJ,referral,verified,True
465,2024-01-16 02:43:16,FL,organic,pending,False
466,2023-11-05 14:23:11,TN,referral,unverified,False
467,2024-07-04 07:29:46,GA,organic,verified,False
468,2023-12-12 09:53:11,TX,influencer,verified,True
469,2024-01-11 05:55:39,WI,seo,verified,True
470,2024-04-24 20:36:37,PA,referral,verified,False
471,2024-05-29 18:20:39,MO,referral,pending,True
472,2024-02-01 14:06:50,TN,referral,verified,False
473,2024-07-17 23:16:46,WI,organic,verified,False
474,2023-10-03 19:41:59,FL,influencer,pending,False
475,2023-10-07 09:27:26,WA,influencer,pending,True
476,2023-09-19 07:51:35,MA,referral,unverified,True
477,2024-06-20 03:20:22,FL,referral,unverified,True
478,2024-04-03 23:56:37,WA,influencer,unverified,False
479,2024-04-11 10:05:02,TN,influencer,unverified,True
480,2024-04-10 20:09:20,MD,email,verified,True
481,2024-06-22 01:30:38,PA,paid_social,verified,True
482,2023-10-02 10:26:51,AZ,seo,verified,False
483,2024-01-04 04:16:52,TX,email,pending,False
484,2024-03-21 19:50:41,CA,email,unverified,False
485,2023-10-15 16:45:05,IL,email,verified,True
486,2024-07-03 03:40:48,MO,influencer,pending,False
487,2024-04-11 03:38:34,NY,influencer,verified,False
488,2023-09-17 01:28:45,NJ,organic,unverified,False
489,2024-08-15 08:56:17,NJ,referral,pending,False
490,2024-07-31 07:19:40,FL,paid_social,verified,False
491,2024-06-28 14:29:27,NC,email,unverified,True
492,2024-02-20 13:05:49,AZ,email,pending,True
493,2023-09-27 11:35:40,IN,email,unverified,True
494,2023-11-15 20:41:07,OH,paid_social,verified,False
495,2024-06-01 15:39:51,VA,email,pending,True
496,2024-05-23 13:00:18,VA,influencer,verified,False
497,2024-04-16 22:07:13,VA,referral,unverified,True
498,2023-12-21 17:02:21,NY,email,verified,True
499,2024-05-22 04:34:39,AZ,seo,verified,True
500,2024-05-10 09:56:24,CA,email,pending,False
501,2024-02-13 14:09:56,VA,paid_social,pending,False
502,2024-04-15 23:48:54,IN,referral,unverified,False
503,2023-12-26 21:59:50,TN,referral,unverified,False
504,2023-12-12 10:03:56,MI,email,verified,False
505,2024-05-15 12:35:19,IL,seo,pending,False
506,2024-08-19 05:01:42,WA,email,unverified,True
507,2024-01-13 06:32:55,GA,seo,pending,False
508,2024-03-17 00:31:01,PA,email,verified,False
509,2023-10-21 16:31:32,MO,paid_social,unverified,True
510,2023-11-27 07:33:10,MI,referral,pending,False
511,2024-02-29 02:33:44,TN,seo,unverified,True
512,2024-03-03 09:24:23,IN,seo,pending,False
513,2023-09-22 23:53:38,IL,paid_social,pending,False
514,2023-10-27 14:56:45,PA,influencer,pending,True
515,2024-01-01 17:13:51,CA,paid_social,verified,True
516,2024-03-10 03:11:21,TX,influencer,unverified,False
517,2024-03-05 09:41:35,NY,seo,pending,False
518,2024-06-21 22:19:55,OH,organic,unverified,True
519,2024-05-28 08:07:08,MI,influencer,unverified,True
520,2023-09-27 08:31:08,MI,influencer,unverified,False
521,2024-02-17 10:03:10,IL,influencer,pending,True
522,2024-08-19 04:52:00,WA,paid_social,unverified,True
