deposit_id,user_id,deposit_ts,amount,payment_method,status,is_admin_deposit
78,2749,2024-07-27 07:55:57,1000,bank_transfer,completed,False
79,3111,2025-01-14 13:28:45,100,paypal,completed,False
80,3412,2024-11-18 06:39:31,500,bank_transfer,completed,False
81,3856,2024-06-09 20:48:00,50,credit_card,completed,False
82,1456,2025-01-06 00:45:52,50,bank_transfer,failed,False
83,2180,2025-01-18 23:49:34,25,venmo,completed,False
84,126,2024-12-07 04:35:21,500,bank_transfer,completed,False
85,1998,2024-11-11 11:37:25,100,credit_card,completed,False
86,773,2024-09-03 20:33:08,50,debit_card,completed,False
87,4093,2025-01-07 05:29:48,100,,completed,True
88,4710,2025-01-21 03:49:08,100,credit_card,completed,False
89,4526,2024-01-13 11:02:48,500,,completed,False
90,1474,2025-01-09 03:39:31,500,credit_card,completed,False
91,1483,2023-11-04 14:19:20,1000,paypal,completed,False
92,3609,2024-08-08 04:45:56,25,debit_card,completed,False
93,1362,2024-08-01 08:34:11,100,credit_card,completed,False
94,1114,2024-04-21 14:13:04,500,credit_card,completed,False
95,2420,2024-09-07 17:25:57,25,,completed,True
96,2994,2024-02-19 10:31:25,50,venmo,completed,False
97,1245,2024-06-14 21:49:34,500,paypal,completed,False
98,1901,2024-07-20 16:24:44,100,paypal,completed,False
99,4849,2024-04-21 22:15:25,1000,bank_transfer,completed,False
100,157,2024-05-05 09:35:57,25,bank_transfer,completed,False
101,787,2024-05-31 09:04:20,1000,debit_card,completed,False
102,384,2024-09-06 15:46:00,25,paypal,completed,False
103,2232,2025-01-26 23:22:45,1000,credit_card,completed,False
104,2581,2023-12-18 21:13:57,50,venmo,completed,False
105,487,2024-12-05 17:13:52,50,,completed,True
106,2367,2024-10-12 16:16:25,1000,debit_card,failed,False
107,588,2024-09-06 16:24:35,50,,completed,True
108,81,2024-01-11 00:37:40,100,paypal,completed,False
109,4130,2024-06-11 13:11:44,500,venmo,completed,False
110,3988,2024-03-29 10:29:32,100,bank_transfer,completed,False
111,41,2024-08-14 07:18:47,100,,completed,True
112,3101,2024-11-23 18:23:27,50,,completed,True
113,3850,2024-06-07 17:41:53,10,,completed,True
114,4574,2024-03-06 15:47:38,50,venmo,completed,False
115,4105,2024-12-24 07:28:45,50,bank_transfer,failed,False
116,39,2024-08-26 10:26:58,50,paypal,completed,False
117,1121,2024-10-21 00:21:17,1000,paypal,completed,False
118,3060,2024-04-14 04:11:45,200,venmo,completed,False
119,4579,2024-05-12 22:21:56,1000,credit_card,completed,False
120,3850,2024-09-16 16:21:29,50,,completed,True
121,1225,2024-05-25 23:06:40,500,credit_card,completed,False
122,3994,2024-10-04 07:17:45,50,bank_transfer,completed,False
123,1804,2024-02-28 16:47:39,500,paypal,completed,False
124,1112,2024-11-01 18:15:57,50,,completed,True
125,1542,2024-03-12 04:46:44,500,venmo,completed,False
126,248,2024-05-09 00:57:48,100,,completed,True
127,2496,2024-12-29 04:38:59,100,venmo,completed,False
128,3683,2024-12-14 23:57:43,10,,completed,True
129,4718,2024-08-22 17:55:16,25,bank_transfer,completed,False
130,3190,2024-08-31 23:30:22,200,debit_card,failed,False
131,257,2024-11-26 07:24:03,1000,paypal,completed,False
132,1685,2024-11-10 03:11:30,1000,bank_transfer,completed,False
133,4251,2024-06-12 17:52:40,25,venmo,completed,False
134,2277,2024-09-23 09:18:46,25,,completed,True
135,853,2024-12-29 06:35:46,500,venmo,completed,False
136,3477,2024-09-21 12:17:06,200,paypal,completed,False
137,1898,2024-10-06 10:06:21,25,credit_card,completed,False
138,2719,2024-12-20 06:08:46,1000,venmo,completed,False
139,905,2024-01-01 11:36:11,200,debit_card,completed,False
140,4533,2024-02-27 23:38:00,500,credit_card,completed,False
141,4606,2025-01-08 20:12:01,1000,debit_card,completed,False
142,4772,2024-05-24 08:46:18,200,credit_card,completed,False
143,2849,2024-12-04 10:46:56,100,paypal,completed,False
144,1859,2024-07-25 05:54:51,100,debit_card,completed,False
145,1665,2024-02-26 14:00:31,100,bank_transfer,completed,False
146,179,2024-07-21 20:56:18,200,bank_transfer,completed,False
147,783,2024-10-18 22:30:11,25,credit_card,completed,False
148,2227,2024-04-30 19:55:32,100,venmo,completed,False
149,1008,2024-06-20 02:48:01,100,credit_card,completed,False
150,4975,2024-12-24 05:01:31,200,bank_transfer,completed,False
151,4603,2025-01-03 22:28:02,100,paypal,completed,False
152,1689,2024-07-20 05:15:15,500,venmo,failed,False
153,4909,2024-03-21 17:27:29,100,credit_card,failed,False
154,1597,2025-01-03 21:14:50,1000,paypal,completed,False
155,3001,2024-10-04 00:38:24,200,bank_transfer,completed,False
156,3968,2025-01-01 16:02:07,10,,completed,True
157,2643,2024-04-17 04:18:58,1000,debit_card,completed,False
158,4835,2024-06-11 20:41:42,1000,venmo,completed,False
159,2653,2024-03-01 16:22:03,25,credit_card,completed,False
160,1839,2024-12-30 21:08:30,10,,completed,True
161,1293,2024-09-07 09:58:50,25,credit_card,completed,False
162,816,2024-08-27 06:56:17,200,venmo,completed,False
163,5,2024-11-22 23:28:39,25,,completed,True
164,3670,2024-12-19 00:58:59,1000,venmo,completed,False
165,1745,2024-08-26 09:00:43,50,,completed,True
166,1462,2024-11-20 09:03:31,1000,bank_transfer,completed,False
167,1726,2024-10-30 08:49:47,25,venmo,completed,False
168,1110,2025-01-30 07:12:37,200,credit_card,completed,False
169,2556,2024-10-11 11:54:08,200,debit_card,failed,False
170,4181,2024-08-28 23:21:53,100,venmo,completed,False
171,444,2024-07-30 16:30:00,200,bank_transfer,completed,False
172,368,2024-12-24 05:22:28,500,credit_card,completed,False
173,881,2024-05-28 20:47:27,1000,paypal,completed,False
174,1514,2024-10-22 05:50:45,50,paypal,completed,False
175,3861,2024-03-08 19:21:52,25,,completed,True
176,1268,2023-10-18 14:47:59,1000,venmo,completed,False
177,3326,2024-09-28 21:50:03,25,paypal,completed,False
178,1465,2024-06-20 06:19:34,1000,credit_card,completed,False
179,2274,2024-03-12 10:49:25,1000,debit_card,completed,False
180,601,2024-07-21 04:29:02,25,paypal,completed,False
181,1965,2024-10-22 04:44:56,50,,completed,True
182,3712,2024-08-12 21:04:20,50,venmo,completed,False
183,4589,2024-11-02 04:27:17,100,paypal,completed,False
184,2583,2024-03-17 02:46:20,10,,completed,True
185,2850,2024-11-10 03:32:12,200,credit_card,completed,False
186,1282,2024-11-21 08:32:40,100,,completed,True
187,4355,2024-08-20 15:32:48,100,paypal,completed,False
188,1565,2024-07-03 17:22:20,500,bank_transfer,completed,False
189,1420,2025-01-09 01:57:57,500,venmo,failed,False
190,3270,2024-10-11 20:51:08,25,credit_card,completed,False
191,2743,2024-06-03 16:09:40,10,,completed,True
192,3954,2024-11-11 17:18:45,100,credit_card,failed,False
193,4268,2024-09-19 17:32:50,50,credit_card,completed,False
194,1622,2024-09-28 00:30:16,100,paypal,completed,False
195,542,2024-11-19 02:18:15,200,debit_card,completed,False
196,2203,2024-11-07 03:53:42,200,paypal,completed,False
197,1219,2024-11-18 04:38:23,50,debit_card,completed,False
198,2144,2024-11-09 08:13:56,10,,completed,True
199,20,2024-03-06 20:24:33,1000,credit_card,completed,False
200,3627,2024-09-08 04:14:19,500,paypal,completed,False
201,4552,2024-12-18 15:26:32,1000,paypal,completed,False
202,2475,2024-12-03 12:22:16,1000,credit_card,completed,False
203,4222,2024-08-11 03:14:32,500,debit_card,completed,False
204,4270,2024-06-23 15:12:11,500,bank_transfer,failed,False
205,2701,2024-10-20 21:58:38,10,,completed,True
206,2194,2024-08-25 00:54:38,100,credit_card,completed,False
207,4530,2023-12-18 19:43:26,25,paypal,completed,False
208,1814,2024-11-01 08:59:20,500,venmo,failed,False
209,1511,2023-12-26 11:16:48,25,credit_card,completed,False
210,4657,2024-07-03 11:26:02,50,credit_card,completed,False
211,2381,2024-11-07 12:20:37,200,paypal,completed,False
212,1221,2025-01-07 09:57:37,1000,paypal,failed,False
213,1558,2024-10-24 20:09:50,25,venmo,completed,False
214,4588,2024-12-31 15:57:45,500,paypal,failed,False
215,1411,2024-08-09 21:04:19,25,,completed,True
216,4,2024-06-03 16:02:04,1000,paypal,completed,False
217,2900,2024-11-03 08:46:29,25,venmo,completed,False
218,4197,2024-03-12 23:13:10,100,bank_transfer,failed,False
219,470,2024-08-20 14:41:53,500,bank_transfer,completed,False
220,823,2024-09-25 08:03:35,25,bank_transfer,completed,False
221,4617,2024-09-09 09:13:43,50,debit_card,completed,False
222,1211,2024-06-24 03:16:30,500,venmo,completed,False
223,1527,2024-12-24 00:58:37,25,,completed,True
224,4658,2024-12-05 10:32:31,100,venmo,completed,False
225,3252,2024-01-20 16:20:37,25,paypal,completed,False
226,2011,2024-07-22 07:26:27,25,bank_transfer,completed,False
227,2288,2024-08-21 11:51:58,200,bank_transfer,completed,False
228,4471,2024-10-19 01:47:24,25,,completed,True
229,125,2024-10-25 16:58:05,100,venmo,failed,False
230,3035,2025-01-01 17:46:46,50,venmo,completed,False
231,1138,2024-04-03 17:21:57,50,credit_card,completed,False
232,1890,2025-01-26 10:30:15,500,debit_card,failed,False
233,2822,2024-06-02 06:18:55,200,bank_transfer,completed,False
234,1100,2025-01-23 21:41:36,25,venmo,completed,False
235,220,2024-11-14 17:26:32,50,,completed,True
236,2973,2024-12-13 13:29:53,50,venmo,failed,False
237,3726,2024-10-12 20:05:49,1000,debit_card,completed,False
238,2310,2024-11-22 10:46:46,25,credit_card,completed,False
239,1953,2024-01-20 02:27:41,200,venmo,completed,False
240,410,2025-01-09 06:24:49,1000,venmo,completed,False
241,1113,2024-11-11 16:44:11,10,,completed,True
242,652,2024-10-03 11:25:47,100,credit_card,completed,False
243,2051,2024-09-01 18:33:25,500,debit_card,completed,False
244,696,2024-12-17 20:57:50,200,bank_transfer,completed,False
245,1544,2024-04-17 20:10:03,50,,completed,True
246,1735,2024-09-14 06:13:23,50,debit_card,completed,False
247,4035,2025-01-08 09:00:48,50,venmo,completed,False
248,3653,2024-05-28 14:42:31,10,,completed,True
249,4270,2025-01-06 16:43:39,50,credit_card,completed,False
250,2310,2024-09-17 08:32:02,25,debit_card,completed,False
251,1887,2024-11-03 02:09:23,500,venmo,completed,False
252,2440,2024-02-04 18:36:05,25,paypal,completed,False
253,4816,2024-11-14 06:42:25,1000,bank_transfer,failed,False
254,3890,2024-03-06 19:30:17,500,debit_card,failed,False
255,2789,2024-10-16 06:29:23,10,,completed,True
256,1231,2024-07-15 15:40:53,25,venmo,completed,False
257,2375,2024-11-18 22:47:26,200,venmo,completed,False
258,560,2024-11-10 20:59:05,500,bank_transfer,completed,False
259,3394,2024-08-04 16:14:15,500,paypal,failed,False
260,2688,2024-03-27 07:25:35,25,credit_card,completed,False
261,3590,2024-01-29 20:37:11,1000,paypal,completed,False
262,2301,2024-10-15 18:58:46,200,bank_transfer,completed,False
263,1612,2024-12-02 03:25:44,500,venmo,completed,False
264,4610,2025-01-06 10:33:09,500,credit_card,completed,False
265,1260,2024-01-25 22:20:30,10,,completed,True
266,191,2023-12-26 04:22:34,50,,completed,True
267,1458,2024-12-14 12:08:23,1000,venmo,failed,False
268,1493,2024-09-29 04:33:11,100,,completed,True
269,2649,2024-12-11 23:33:01,100,bank_transfer,completed,False
270,3257,2024-11-04 10:37:32,10,,completed,True
271,4189,2024-07-11 15:11:27,50,,completed,True
272,2893,2024-11-20 21:32:57,50,paypal,completed,False
273,3964,2024-11-22 18:35:49,100,bank_transfer,completed,False
274,1053,2024-07-07 04:45:10,50,credit_card,completed,False
275,1019,2024-12-29 05:09:14,100,credit_card,completed,False
276,2098,2024-03-16 23:46:05,50,paypal,completed,False
277,3796,2024-08-19 10:34:40,1000,venmo,completed,False
278,2054,2023-12-16 03:23:19,100,bank_transfer,completed,False
279,1695,2024-02-28 06:08:36,100,,completed,True
280,4910,2024-06-30 01:43:04,200,venmo,completed,False
281,1494,2024-12-10 21:08:40,200,credit_card,failed,False
282,3944,2024-07-04 00:50:41,200,venmo,failed,False
283,2237,2024-07-12 20:24:50,1000,credit_card,completed,False
284,1395,2024-07-27 15:40:05,100,venmo,completed,False
285,2007,2023-10-31 12:28:46,100,debit_card,completed,False
286,4693,2024-08-11 08:29:36,100,paypal,completed,False
287,3111,2024-08-11 14:24:37,1000,credit_card,completed,False
288,767,2024-01-07 05:54:07,50,bank_transfer,completed,False
289,2438,2024-11-10 11:40:23,100,venmo,completed,False
290,3104,2024-01-21 04:12:33,1000,bank_transfer,completed,False
291,1938,2024-03-17 21:19:42,200,debit_card,completed,False
292,2443,2024-09-15 13:26:36,25,bank_transfer,completed,False
293,4958,2024-11-13 04:15:31,200,debit_card,completed,False
294,3227,2024-06-20 02:44:36,1000,credit_card,completed,False
295,633,2024-10-05 16:12:23,200,bank_transfer,completed,False
296,455,2024-05-14 04:30:10,500,credit_card,completed,False
297,2982,2025-01-16 12:25:34,50,venmo,completed,False
298,2990,2024-05-01 05:18:36,1000,debit_card,failed,False
299,4458,2024-08-23 22:59:05,200,credit_card,completed,False
300,4234,2024-12-11 10:21:24,25,venmo,completed,False
301,4816,2024-12-01 15:25:54,500,credit_card,completed,False
302,4499,2024-09-18 19:26:35,200,credit_card,completed,False
303,4702,2024-07-26 13:08:28,1000,credit_card,completed,False
304,3204,2024-10-13 07:51:36,200,paypal,completed,False
305,528,2024-10-25 13:44:42,500,bank_transfer,completed,False
306,4094,2025-01-04 02:12:46,25,,completed,True
307,4977,2024-07-09 05:20:18,50,paypal,completed,False
308,2894,2024-10-06 11:07:22,200,venmo,completed,False
309,4916,2024-03-13 23:26:49,1000,paypal,completed,False
310,4480,2024-06-15 13:16:53,1000,credit_card,completed,False
311,1240,2024-06-07 19:07:04,1000,debit_card,failed,False
312,1930,2024-06-27 04:06:31,500,venmo,completed,False
313,851,2024-07-29 01:05:24,50,paypal,failed,False
314,2461,2024-07-30 14:10:17,200,bank_transfer,completed,False
315,4087,2024-06-15 09:02:22,1000,paypal,completed,False
316,1237,2024-10-14 15:01:08,25,credit_card,completed,False
317,404,2024-12-04 10:56:06,500,venmo,completed,False
318,2544,2025-01-09 11:25:05,100,credit_card,completed,False
319,99,2024-06-15 15:19:51,25,credit_card,completed,False
320,4556,2024-12-23 16:07:02,200,paypal,completed,False
321,651,2025-01-10 03:00:02,500,bank_transfer,completed,False
322,3147,2024-12-18 10:48:25,200,paypal,completed,False
323,1917,2024-06-03 13:30:14,200,paypal,failed,False
324,1875,2024-10-03 23:31:06,500,debit_card,completed,False
325,3526,2025-01-13 05:42:24,500,credit_card,failed,False
326,2826,2024-05-01 08:17:47,200,paypal,completed,False
327,4086,2024-06-15 21:50:38,100,credit_card,completed,False
328,945,2024-09-05 21:50:51,100,credit_card,completed,False
329,3414,2024-04-25 14:09:18,1000,bank_transfer,completed,False
330,623,2024-05-20 11:06:14,500,venmo,completed,False
331,3357,2024-08-20 04:48:55,50,,completed,True
332,4757,2024-08-05 06:56:59,25,venmo,completed,False
333,1900,2024-07-11 19:48:36,50,bank_transfer,completed,False
334,4319,2024-09-15 12:39:38,100,bank_transfer,failed,False
335,2838,2024-08-11 16:11:03,50,credit_card,failed,False
336,2150,2024-09-15 05:16:40,1000,bank_transfer,completed,False
337,3565,2024-10-14 17:58:46,100,debit_card,completed,False
338,3912,2024-11-27 18:40:42,50,venmo,completed,False
339,1821,2025-01-30 20:19:34,200,venmo,completed,False
340,596,2024-07-06 04:43:32,500,bank_transfer,completed,False
341,4037,2025-01-09 06:41:55,500,debit_card,completed,False
342,4872,2024-01-02 01:11:28,25,credit_card,completed,False
343,2619,2024-09-30 12:18:23,25,venmo,completed,False
344,4510,2024-09-13 10:41:33,100,bank_transfer,completed,False
345,2272,2024-07-24 20:36:34,100,venmo,completed,False
346,3845,2024-08-14 14:57:31,50,bank_transfer,completed,False
347,454,2025-01-29 00:15:15,50,debit_card,completed,False
348,1596,2024-12-26 01:10:50,500,venmo,completed,False
349,4795,2024-10-10 02:00:30,500,venmo,completed,False
350,984,2025-01-11 14:15:56,25,bank_transfer,completed,False
351,2665,2024-12-18 20:22:30,500,debit_card,completed,False
352,3810,2024-11-11 05:20:03,500,venmo,completed,False
353,4223,2024-07-10 21:03:42,200,venmo,completed,False
354,4665,2024-11-03 09:50:27,100,paypal,completed,False
355,453,2024-11-01 15:11:47,100,credit_card,completed,False
356,4921,2024-07-09 00:31:26,500,credit_card,completed,False
357,3617,2024-12-18 07:30:46,50,debit_card,completed,False
358,3676,2024-08-29 17:04:14,100,venmo,completed,False
359,2493,2024-08-12 18:00:28,200,venmo,completed,False
360,3622,2024-10-08 22:22:38,500,venmo,completed,False
361,2587,2024-09-27 12:48:21,100,,completed,True
362,281,2025-01-27 17:21:15,200,paypal,completed,False
363,4511,2024-12-05 09:38:22,25,,completed,True
364,3211,2024-09-16 10:45:52,200,debit_card,completed,False
365,3039,2023-11-30 08:41:34,1000,credit_card,completed,False
366,1556,2023-11-16 17:01:09,200,venmo,completed,False
367,1053,2025-01-07 12:41:12,100,,completed,True
368,4486,2024-09-08 00:11:01,25,debit_card,completed,False
369,4266,2024-09-30 11:50:13,500,bank_transfer,completed,False
370,4699,2024-02-28 04:58:23,50,venmo,completed,False
371,21,2024-08-05 12:41:09,500,credit_card,completed,False
372,1768,2024-02-16 16:57:01,100,bank_transfer,completed,False
373,3483,2024-04-10 20:12:57,50,debit_card,completed,False
374,2753,2024-11-02 03:00:44,100,,completed,True
375,3890,2024-08-18 18:39:31,100,bank_transfer,completed,False
376,1995,2024-10-04 06:06:29,25,paypal,completed,False
377,1072,2024-11-05 00:46:20,100,credit_card,completed,False
378,4368,2025-01-27 12:40:30,500,credit_card,completed,False
379,2623,2024-06-01 15:48:57,50,debit_card,completed,False
380,2392,2024-10-12 08:38:52,1000,debit_card,completed,False
381,1253,2024-07-09 20:54:45,25,paypal,completed,False
382,3825,2024-05-30 21:21:21,25,venmo,completed,False
383,974,2024-10-03 05:51:17,25,credit_card,completed,False
384,3133,2024-07-21 05:07:23,50,,completed,True
385,137,2024-07-06 19:38:20,1000,paypal,completed,False
386,2555,2024-09-08 18:23:43,25,bank_transfer,failed,False
387,3913,2024-07-28 20:55:13,500,bank_transfer,completed,False
388,3150,2024-09-12 04:17:48,100,bank_transfer,completed,False
389,2854,2024-11-19 17:41:20,1000,bank_transfer,completed,False
390,1846,2025-01-23 05:07:32,500,debit_card,completed,False
391,1148,2024-03-05 04:58:56,100,bank_transfer,completed,False
392,4293,2024-08-09 09:00:53,25,paypal,completed,False
393,3334,2024-11-12 08:57:44,1000,bank_transfer,completed,False
394,286,2024-06-07 03:22:09,500,bank_transfer,completed,False
395,4507,2025-01-26 15:09:29,200,venmo,completed,False
396,856,2024-05-24 11:58:38,100,,completed,True
397,897,2025-01-18 16:12:17,500,bank_transfer,completed,False
398,1727,2024-06-26 04:09:56,25,bank_transfer,completed,False
399,3261,2024-11-16 23:22:25,500,credit_card,completed,False
400,1883,2025-01-27 21:16:38,100,venmo,failed,False
401,1480,2025-01-13 19:14:09,10,,completed,True
402,829,2024-10-14 06:23:11,100,venmo,completed,False
403,3029,2024-11-29 19:16:10,50,paypal,completed,False
404,1043,2024-12-14 22:13:16,500,venmo,completed,False
405,1326,2025-01-13 17:50:14,200,bank_transfer,completed,False
406,2981,2023-12-11 03:57:28,1000,bank_transfer,completed,False
407,3698,2024-08-29 07:17:42,50,debit_card,completed,False
408,4064,2024-01-31 23:18:02,25,paypal,completed,False
409,676,2024-10-15 13:44:09,100,venmo,completed,False
410,2728,2024-03-20 03:34:47,100,credit_card,completed,False
411,2141,2024-05-22 10:28:40,1000,bank_transfer,completed,False
412,3393,2024-10-31 12:54:32,100,paypal,completed,False
413,4697,2023-12-02 09:56:43,1000,venmo,completed,False
414,4874,2024-10-16 19:13:53,200,debit_card,completed,False
415,4486,2024-08-19 14:09:25,500,venmo,completed,False
416,2560,2024-07-31 22:28:22,1000,venmo,completed,False
417,3981,2024-10-10 03:35:33,25,paypal,completed,False
418,2214,2024-07-18 14:56:26,200,credit_card,completed,False
419,2314,2024-05-24 03:31:35,100,venmo,completed,False
420,1175,2024-08-04 11:50:25,25,debit_card,completed,False
421,1007,2025-01-06 02:01:14,25,credit_card,failed,False
422,2238,2024-07-17 07:57:21,1000,paypal,completed,False
423,2780,2023-11-19 14:35:20,500,bank_transfer,completed,False
424,2244,2024-09-20 02:02:24,200,debit_card,completed,False
425,3206,2024-05-14 18:19:58,25,debit_card,failed,False
426,4338,2024-05-18 19:53:32,50,debit_card,completed,False
427,3698,2024-09-23 02:32:15,200,debit_card,completed,False
428,3519,2024-09-23 03:48:31,500,paypal,completed,False
429,1013,2024-07-16 22:52:34,500,venmo,completed,False
430,4781,2024-07-31 22:31:26,100,paypal,failed,False
431,598,2024-07-26 20:47:59,100,venmo,completed,False
432,3304,2024-11-29 18:07:29,1000,bank_transfer,completed,False
433,2707,2024-09-12 08:03:10,200,venmo,completed,False
434,1530,2024-02-13 06:03:57,200,credit_card,completed,False
435,3963,2024-11-20 11:20:45,100,debit_card,completed,False
436,1699,2024-06-16 16:53:36,25,paypal,completed,False
437,864,2024-10-06 06:34:58,500,credit_card,completed,False
438,1108,2024-12-18 00:07:58,10,,completed,True
439,4891,2024-03-31 13:09:23,1000,bank_transfer,completed,False
440,590,2024-02-16 22:34:44,1000,debit_card,failed,False
441,773,2024-10-15 08:54:49,100,credit_card,completed,False
442,692,2024-09-01 16:17:03,200,credit_card,completed,False
443,1503,2024-05-17 08:08:32,100,credit_card,completed,False
444,1157,2024-10-14 20:11:03,1000,debit_card,completed,False
445,4051,2024-12-10 02:33:14,50,debit_card,completed,False
446,4508,2024-04-23 17:47:04,200,credit_card,completed,False
447,3407,2024-02-29 01:55:15,50,,completed,True
448,272,2024-04-23 03:05:49,200,bank_transfer,failed,False
449,145,2024-10-03 06:24:59,10,,completed,True
450,305,2025-01-12 13:43:53,200,paypal,completed,False
451,3463,2024-11-01 15:51:35,100,credit_card,completed,False
452,4525,2024-08-12 06:27:41,500,debit_card,completed,False
453,3626,2024-06-27 17:36:02,50,credit_card,completed,False
454,3715,2024-01-04 04:29:13,50,bank_transfer,completed,False
455,83,2024-12-25 05:42:09,50,credit_card,completed,False
456,3205,2024-07-28 17:59:31,25,venmo,completed,False
457,2331,2024-11-29 06:12:36,100,venmo,failed,False
458,4377,2025-01-01 01:48:52,25,debit_card,completed,False
459,4366,2024-09-10 04:19:17,50,debit_card,failed,False
460,1698,2024-08-18 00:43:52,100,,completed,True
461,1431,2024-06-16 18:33:12,25,paypal,failed,False
462,2039,2024-08-07 23:31:06,100,paypal,completed,False
463,4145,2024-11-22 23:10:13,100,paypal,failed,False
464,4474,2024-01-13 09:05:59,25,,completed,True
465,2209,2024-09-07 20:00:42,200,bank_transfer,completed,False
466,2871,2024-10-20 12:35:14,1000,paypal,completed,False
467,2755,2024-10-28 21:22:39,200,paypal,completed,False
468,4095,2024-11-02 08:04:35,500,bank_transfer,completed,False
469,947,2024-11-11 08:20:38,25,credit_card,completed,False
470,4814,2024-10-25 00:19:47,25,,completed,True
471,1717,2024-03-06 09:05:11,50,,completed,True
472,3446,2024-12-20 17:04:17,25,credit_card,completed,False
